ticker,close,date,high,low,month,open,volume,sector
ADANIENT,3273.3,2024-02-23 05:30:00,3319.95,3225.1,2024-02,3263.05,1975035,Conglomerate
ADANIENT,3168.6,2024-02-08 05:30:00,3245.6,3146.1,2024-02,3245.6,1679004,Conglomerate
ADANIENT,3153.5,2024-02-01 05:30:00,3236.95,3083.05,2024-02,3156.9,4686595,Conglomerate
ADANIENT,3219.0,2024-02-28 05:30:00,3318.8,3207.5,2024-02,3309.2,1358879,Conglomerate
ADANIENT,3203.75,2024-02-06 05:30:00,3228.2,3160.0,2024-02,3183.9,2078891,Conglomerate
ADANIENT,3193.8,2024-02-15 05:30:00,3252.75,3184.05,2024-02,3219.85,2035204,Conglomerate
ADANIENT,3173.45,2024-02-05 05:30:00,3229.4,3151.45,2024-02,3170.0,2191195,Conglomerate
ADANIENT,3178.45,2024-02-13 05:30:00,3194.0,3092.05,2024-02,3180.0,1225207,Conglomerate
ADANIENT,3092.2,2024-07-18 05:30:00,3111.0,3057.15,2024-07,3106.0,1021653,Conglomerate
ADANIENT,3005.7,2024-07-19 05:30:00,3094.5,3000.0,2024-07,3092.0,1026941,Conglomerate
ADANIENT,3169.4,2024-07-31 05:30:00,3197.5,3135.0,2024-07,3141.0,2414005,Conglomerate
ADANIENT,3147.9,2024-07-05 05:30:00,3158.55,3123.95,2024-07,3143.9,663988,Conglomerate
ADANIENT,2970.7,2024-07-24 05:30:00,3007.5,2959.3,2024-07,2995.35,693702,Conglomerate
